2001753;21177;2019-2020;16
2001753;21178;2019-2020;13

2001768;21002;2017-2018;12
2001768;21010;2017-2018;10
2001768;21173;2017-2018;13
2001768;21174;2017-2018;14
2001768;21175;2017-2018;11
2001768;21176;2017-2018;16
2001768;21037;2017-2018;10
2001768;21082;2017-2018;12
2001768;21111;2017-2018;15
2001768;21177;2017-2018;10
2001768;21178;2017-2018;16
2001768;21048;2018-2019;15
2001768;21053;2018-2019;16
2001768;21078;2018-2019;11
2001768;21093;2018-2019;14
2001768;21106;2018-2019;12
2001768;21046;2018-2019;14
2001768;21071;2018-2019;16
2001768;21076;2018-2019;10
2001768;21077;2018-2019;14
2001768;21179;2018-2019;12
2001768;21020;2019-2020;13
2001768;21062;2019-2020;15
2001768;21103;2019-2020;16
2001768;21110;2019-2020;11
2001768;21180;2019-2020;14
2001768;21181;2019-2020;11
2001768;21018;2019-2020;14
2001768;21097;2019-2020;16
2001768;21108;2019-2020;10
2001768;21182;2019-2020;14
2001768;21184;2019-2020;12

2001774;21002;2017-2018;12
2001774;21010;2017-2018;10
2001774;21173;2017-2018;8
2001774;21174;2017-2018;14
2001774;21175;2017-2018;13
2001774;21176;2017-2018;13
2001774;21037;2017-2018;10
2001774;21082;2017-2018;15
2001774;21111;2017-2018;14
2001774;21177;2017-2018;12
2001774;21178;2017-2018;13
2001774;21048;2018-2019;6
2001774;21053;2018-2019;8
2001774;21078;2018-2019;15
2001774;21093;2018-2019;16
2001774;21106;2018-2019;12
2001774;21046;2018-2019;14
2001774;21071;2018-2019;14
2001774;21076;2018-2019;12
2001774;21077;2018-2019;13
2001774;21179;2018-2019;17
2001774;21020;2019-2020;10
2001774;21062;2019-2020;12
2001774;21103;2019-2020;14
2001774;21110;2019-2020;11
2001774;21180;2019-2020;12
2001774;21181;2019-2020;13
2001774;21018;2019-2020;15
2001774;21097;2019-2020;16
2001774;21108;2019-2020;11
2001774;21182;2019-2020;11
2001774;21184;2019-2020;13
2001774;21173;2019-2020;10
2001774;21048;2019-2020;11
2001774;21053;2019-2020;10

2001785;21002;2016-2017;10
2001785;21010;2016-2017;8
2001785;21173;2016-2017;9
2001785;21174;2016-2017;9
2001785;21175;2016-2017;10
2001785;21176;2016-2017;11
2001785;21037;2016-2017;6
2001785;21082;2016-2017;11
2001785;21111;2016-2017;8
2001785;21177;2016-2017;7
2001785;21178;2016-2017;10

2001799;21002;2018-2019;14
2001799;21010;2018-2019;15
2001799;21173;2018-2019;13
2001799;21174;2018-2019;7
2001799;21175;2018-2019;11
2001799;21176;2018-2019;16
